text,negative_yn_self,distortion_yn,magnitude,distortion_category,negative_yn.y,thoughtcat,userid,Positive,Negative
Lost friends in week wow New Record. Oh well guess I'll get over it. Why did It have to snow? hate it. Meh day week and Thanksgiving this week! haha :) Watched the Music Awards The Black Eyed Peas were horrible.. Lost the Final season starts Tuesday..too bad need watch season first. Saw The movie Change The World It was so awesome!!! Im going to watch Death Note and Death Note II next!!! :D,2,2,,,yes,1,8c393982479748c5a53acaa7a3717c71,5,-4
"Love is like racing across the frozen tundra on snowmobile which flips over, trapping you underneath. At night, the ice-weasels come. Tom Robbins, Half Asleep In Frog Pajamas ( ), p. . In the book, it is beat poem written by the main character's mother.",2,2,,,yes,1,1a32585eabfae9612f70513dedbf9e27,1,-1
love when ppl lie. love when ppl make friends choose. love when they accuse of something thats not true. love when someone makes seem like that bad person. heres thought to u. look in the mirror. tell ur lies. make ppl choose make them beleive. cuz when have the ppl who know the truth and they back up. ur going to fall. then my questions is? whos the real person?,1,2,3,,yes,2,b5e0570319ccd1001134bb7060a676cf,3,-3
"loved the David Tennant Casanova reference in Doctor Who, but thinks she is the only one that got it :)",2,2,,,no,NA,64463aa93c9145fa0724a9e89ea7be2a,4,-1
loves good fight and loves getting bit of blood spilt only shame is he cant remember the details anymore,2,2,,,yes,1,cd35474fa3c10b9a5eb16c1e7d825fcc,4,-3
"Loves the epic status commenting : Beth, Kate and me seem to do. If we can get comments for one status. I'll be happy man :')",2,2,,,yes,1,1b92f9f45ecf187571242e6183aed8b1,2,-1
"loves the percy jackson and the olympians series. Just finished the last book and out of its or so pages, excaltly were just flat out violence! LOVE IT!",2,2,,,no,NA,5c31d7d80e78643cd5289acec0561d77,4,-5
"loves watching Doctor Who. British television is wacky and brilliant! /What do you want!A Harvey Wallbanger!?/"" /""HARVEY WALLBANGER!?/"" /""Well don't know!/"" /""HOW IS HARVEY WALLBANGER ONE WORD?!?!/""""",2,2,,,yes,1,dc20f5b91f427d65c9fdbab6d45c8bc2,4,-1
"Ma ogni storia ha la stessa illusione, sua conclusione, il peccato fu creder speciale una storia normale. Ora il tempo ci usura ci stritola in ogni giorno che passa correndo, sembra quasi che ironico scruti ci guardi irridendo. davvero non siamo pi?? quegli eroi pronti assieme affrontare ogni impresa; siamo come due foglie aggrappate su un ramo in attesa.",2,2,,,no,NA,3aac76fd5c5b0115f67dfcfe3850cf7c,2,-2
Maddie never tried to crawl.... she just magically did it one day.... she never tried to stand.... today she just magically stood up.... she JUST started crawling like weeks ago she seriousially needs to slow this growing thing down! lol,2,2,,,yes,1,4b1c871ad361b9110af86edd61511c8f,3,-1
Matt: *confusiion* Me: see you have emphasized your sense of confusion my friend but i must say that unless they made wii game out of being confused as hell don't think the word is supposed to have two I's haha,2,2,,,yes,1,ab46b30d5f936aa0c0749b9fc45db42f,2,-2
"May I ask a personal favor?.... only some of you will do it, and I know who you are, if you know someone who fought cancer and died, or someone who has just begun, or is still fighting... please add this to your status for 1 hour as a mark of respect and remembrance, I hope I was right about the ones who will.",2,2,,,yes,1,NA,3,-5
Maybe should've gone to the Library with David to work on my research paper. ended up falling asleep...,1,1,2,regret orientation,yes,1,cc806a0d9b84a31064d0370797e7237e,1,-1
me and Krista decided to sit outside while it was pouring out. it was awesome. we've decided that we're going to do that every time it rains now. =p,2,2,,,yes,1,97f81977a2a65e27bfc41ff2e3f6591e,4,-1
me and Krista decided to sit outside while it was pouring out. it was awesome. we've decided that we're going to do that every time it rains now. =p,2,2,,,no,NA,97f81977a2a65e27bfc41ff2e3f6591e,4,-1
"Me: When I'm living on my own, I'm going to get an orange cat and name him Joker, and get black dog and name him Batsy. This is my life plan. Leanne Fairchild: Why orange? Me: Unless they have green cats. Leanne: ........>:) there is such thing as hair dye. Me: No, we are not going to dye Joker's hair. Leanne: Awwwwww....",2,2,,,yes,1,6262f9ea246e00408561aa9a73c49175,1,-1
Michael starts in the Bright Beginnings class on Monday! Sad to be pulling him from great daycare but confident this will help him get his speech delay caught up. Wish us luck! days till Chicago!!,2,2,,,no,NA,29cda473b52e1c75fbfe958ed3aec565,3,-4
"mini Triple Choc muffins baked, approximately left to go....... did go overboard by tripling the recipe? think not....... om nom nom.",2,2,,,yes,1,NA,1,-1
"Mmmm watcha say, mmm that you only meant well, well of course you did, mmmm whatcha say, mmm that it's all for the best, of course it is",2,2,,,no,NA,4908adae6cf09defb838925defcc5e61,2,-1
mom just brought home boxes of papa john's pizza and like liter drinks! i better take an acid reducer pill tonight (acid refluxe issues). :D,2,2,,,no,NA,174dd5a97fcf12217ff46f4e593e669a,3,-1
"More plans for when rule the country: .Rename /britains got talent/"" /""Britain's got educationally subnormal people/"".""",2,2,,,yes,1,97d694df56a84b8f9449d7ee174f3ee5,2,-1
Most likely will miss out on fencing practice tonight. Another working hard night because i let too much hmwk pile-up.,2,2,,,yes,1,ee3c3dd296d5870bb0559c70d4096402,2,-2
"Most people have wishes for Christmas; cancer patient only has one, to get better. know % of you won't repost this to your status, but my friends will be the % that do. In honor of someone who has died, or is still fighting, or survived cancer, copy this to your status.",2,2,,,yes,1,84d1a2573b06e86b12370ce2c7563117,2,-4
"Most people have wishes for Christmas; cancer patient only has one,to get better. know % of you won't repost this to your status, but my friends will be the % that do. In honor of someone who has died, or is still fighting, or survived cancer, copy this to your status. love all of you!!",2,2,,,yes,1,90d34f5d61b4adcb2db21733aac5afab,4,-4
mother refuses to buy caffinated beverages anymore T_T except coffee she's not THAT evil. what this means is currently I'm going through cafiene withdrawal,1,2,3,,yes,1,088bf0ed841bcc366475b3975eb1b9d2,1,-3
Mrs. Martin's first period english students rock. Thank you all for being so helpful with our movie. appreciate your help :),2,2,,,yes,1,3e6f69fc89da71e8237c717ac218677b,2,-1
"Mummy and Brandon are both back in bed and asleep, Maimee is comfy and snoring, Kitchen is clean, and took lovely shower :) Time to relax until am needed again!",2,2,,,no,NA,c0289bdb4cd4eda90653b2c84af61e03,4,-1
"My acct wasn't hacked into or anything but...RESET your passwords on regular basis AND don't forget the new one! (like did, lol)",2,2,,,no,NA,f49956142aab2ad74decfd49a103c2f1,2,-1
"My bedroom is now tidy! Yay! ...Okay, it's not exactly tidy but there are no longer nails and bits of glass and various and sundry pieces of random junk about... Tidy is relative term!! XP",2,2,,,yes,1,71469de066cfab67bc4463ef1a74ba25,3,-2
My computer keeps shutting down in the middle of really important stuff ='((( Realized something though: few months ago would've yelled and cried...now I'm just going to take break =) Yay!,1,2,2,,yes,1,c0289bdb4cd4eda90653b2c84af61e03,3,-4
My life=psychological warfare. choose not to... it's against my will... know the game we're playing now. And thought you'd like to know... ALWAYS WIN.,1,2,1,,yes,1,a8b2c778af65ca2c46306554f338cacb,2,-3
"MY LITTLE FRIEND HARE E.KRISHNA WAS TAKEN IN BY FAMILY FOR SAFE KEEPING,THEY PUT UP FOUND FLIER.I CALLED THEM AND THANKED THEM FOR DOING SO AND TO LET ME KNOW WHEN THE OWNER CLAIMS OUR FRIEND.",2,2,,,yes,1,157b749adf2608d8da539c9191f9c360,2,-1
"My mind is radio; can change the station. Sometimes listen to music, other times just listen to the voices...",2,2,,,yes,1,05a1a1b67e3d7a923f9d0ee5502757c0,1,-1
"My mom came out of her room holding her phone and cup and asked me, /Do you want blackberry?/"" thought she wanted to buy me new phone but she set her cup down and said",2,2,,,no,NA,682d8b0e89338b89a9bfeec286eee938,1,-1
My new cell number is in my info. The old one won't charge so can't get your numbers off of it =// Text me with your name so can add you!,2,2,,,yes,1,276d9dae51d0748f843b3525458ef54e,2,-1
"MY PHONE IS NO LONGER IN SERVICE. I'm not sure if it even ever will be again. We also have no house phone anymore so there is no way to contact me except the internet. I'm not sure if our phones are ever going to be turned back on or not, and if they are, WHEN that day is is mystery to me, so for now if you need to talk to me it's going to have to be AIM or facebook.",2,2,,,yes,1,55a72284594fdda49b22a6610b9b91d6,1,-1
"My phone's been acting weird for the past couple of days, so if anyone called or texted and haven't replied, it's because haven't received it. promise I'm not ignoring you. :)",2,2,,,no,NA,cea00424ced413c108d878b1a14f3316,2,-2
"My PSY (Human Sexuality) course is crazy. Butt plugs, lesbians, BDSM, and /disabled/"" sex were just few of the interesting topics discussed today. can tell I'm going to enjoy this class",2,2,,,yes,1,682d8b0e89338b89a9bfeec286eee938,3,-2
My romanticised notion of guitar ownership has been somewhat diminished after having to change all the strings because the person in the instrument shop gave me the wrong gauge and couldn't be bothered going back. And now need new bridge pins. So I'm going to have to go back anyway. And feel nauseous and moody. Blah.,1,2,4,,yes,1,d5380466e18422d7b2c2d54d57cbbde2,4,-3
"My schedule is just too lopsided from mon//wed to tues//thurs. Taking new language doesn't progress my required credits for my degree in any way, so I'm dropping German for this semester to be picked up again possibly in the spring (or perhaps another candidate language).",2,2,,,yes,1,ee3c3dd296d5870bb0559c70d4096402,1,-2
My siblings are deciding whether I'm Darth Sidious or Chancellor Palpatine... Because I'm walking around in snuggy...,2,2,,,yes,1,d5380466e18422d7b2c2d54d57cbbde2,1,-1
My sister had one of her tempertantrums again and now she's grounded fir the rest of the month over something so stupid,1,2,3,,yes,1,2dca898dfbdae6716a587adbfd99c542,1,-3
"my status : wide awake - time . am, th march playing mafia wars at level . simultaneously, downloading 'the ghost and the darkness','ritu', pro//e wildfire ' in torrent. browser windows open in chrome - for fb, nd=> surfin some missin details bout Pontiac GTO 'Judge' factory spec, Ford Mustang 'Eleanor' spec nd parts.. nd the rd, open with my gmail accout chattin with frnd frm schul..",2,2,,,yes,1,504862f12f8c000ae4358a10d657e8f5,2,-3
My thanks go to Steven for pointing out that GK- has no cooling or power supply. love your knowledge of computing. Makes me proud.,2,2,,,yes,1,NA,3,-1
needs to get on with typing up Chapter of Insomnia by the end of today.. it's kind of long chapter. :\,2,2,,,no,NA,eaeabcfe25866f0455d349bae2450d88,2,-2
"Nemo sailing home Nemo letting go Oh, how wish For soothing rain All wish is to dream again My loving heart Lost in the dark For hope I'd give my everything My flower, withered between The pages and The once and forever bloom gone with my sins ~Nightwish",1,2,1,,yes,1,009d96a823b6f6c085c092fb177491f6,4,-3
"new phone for ten bucks - yay!! i love it when new and improved costs less than new battery. the perks of materialistic, throw-away-the-old one society =) going to try my hand at cooking cow tomorrow; wish me luck!",2,2,,,no,NA,5cb87ba2d48f5de9b907567fb9fb5317,3,-1
Newton & Rockdale Counties under flood watch til AM Friday. Ugh. Damn rain. won't let it stop me from smoking though.,1,2,2,,yes,1,98bcd7e7d81d569867b11f4c99f61d78,1,-3
"Next door's rabbit just got in our yard.. Lucky got out there, otherwise he would've been lunch for my dog... lol",2,2,,,yes,1,216924ec52555944d3d64c52390b359f,2,-1
Ni??as que utililzan el carnaval para vestirse de putas? Yo lo cambiar??a por hombres que utilizan el carnaval para vestirse de putas como excusa para travestirse.,2,2,,,yes,1,ef3cdac5925aa968584c541faea886e6,1,-1
NO fair!!! I jsut got sick over the weekend & now everyone who wasn't sick last wk is sick this wk!!! THis is some real BS!!!,1,2,4,,yes,1,772b14ee8620c09f94102a9286c882f1,3,-3
"No more Mr Nice Guy, No more Mr Clee-ee-ee-ean, No more Mr Nice Guy, They say he's sick, He's obscee-ee-ee-eene! *awesome guitar*",1,2,4,,yes,1,55a72284594fdda49b22a6610b9b91d6,3,-3
NO water in the taps how Am to make the tea need to get through the next minutes let alone the rest of the day!,2,2,,,yes,1,55a72284594fdda49b22a6610b9b91d6,4,-3
Not able to keep my cat Nikita so if your interested please message me or contact me at or casscass @yahoo.com,1,2,4,,yes,1,2549774d68d7ccbcba069afb45c7e237,2,-1
Now you don't talk so loud Now you don't seem so proud About having to be scrounging for your next meal. How does it feel How does it feel To be without home Like complete unknown Like rolling stone ?,2,2,,,no,NA,2dca898dfbdae6716a587adbfd99c542,3,-1
"Of course, finally ask them out and they are taken >< oh well ._. This kinda sucks and there's always the pain of being turned down but there are plenty others out there :P",2,2,,,yes,1,0c5d06511ef79fba34da417e8c751fff,3,-1
"Off go. won't be talking to you guys until wednesday, so behave yourselves. Have good weekend everyone.",2,2,,,yes,1,8c393982479748c5a53acaa7a3717c71,1,-4
