text,userid,negative_yn_self,distortion_yn,quote,magnitude,distortion.category,negative_yn.y,Positive,Negative
whahahahahaa this makes me feel so smart! FINALLY moved my music. WHUAHAHAHA good thing kate got me to do it.,5f86969fe97dd82aba8a683fe7ce6460,2,2,,NA,,no,3,-1
"As we travel down this road called life all we can really hope for is that we made an impression on the right people at the right time, and ultimately we hope to impress someone enough that they travel with us.",5cc136477bfe3fcfe809dc451e4243ef,2,2,,NA,,no,4,-1
"has book about the brain, lurking in the back of mine....ugh, if only i had more time. and organizational skills.",5cb87ba2d48f5de9b907567fb9fb5317,1,1,,3,regret orientation,no,1,-3
too many bloody earthquakes these days & it's freaking me out! i hope our techtonic plates don't get TOO out of hand....especially near mt. rainer EEEK!,5cb87ba2d48f5de9b907567fb9fb5317,1,2,,2,,yes,3,-3
excited for breakfast-for-lunch with eric & kitty =) it would have been breakfast-for-breakfast if i could've dragged myself out of bed this morning =P,5cb87ba2d48f5de9b907567fb9fb5317,2,2,,NA,,no,3,-1
"new phone for ten bucks - yay!! i love it when new and improved costs less than new battery. the perks of materialistic, throw-away-the-old one society =) going to try my hand at cooking cow tomorrow; wish me luck!",5cb87ba2d48f5de9b907567fb9fb5317,2,2,,NA,,no,3,-1
"Okay everyone: if you believe that special interests should have to DISCLOSE who they are & what they stand for when they pour money into the political system, write to your senators and tell them to vote YES on the Disclose Act. This bill is VITAL to keep even one shred of hope alive that our government will not be completely corrupted with money! This is especially important if you live in red district!!!",5cb87ba2d48f5de9b907567fb9fb5317,2,2,,NA,,no,3,-5
"you know you've been watching too much Stargate when you almost reply to your boss's email /copy that/"" LOL i wonder if the sci fi channel has trouble keeping business",5cb87ba2d48f5de9b907567fb9fb5317,2,2,,NA,,no,2,-2
"I have so memories of highschool but very few pictures, this worries me. What am suppose to do when am old and my memory isn't too good?",5c31d7d80e78643cd5289acec0561d77,1,2,,1,,yes,3,-4
"quote of the day: /I'M GONNA DIE!!! need pair of lawyers that can defend and win even when their client is as guiltly as me! SOMEONE GET ME MICHEAL JACKSON AND OJ SIMPSON'S DEFENSE LAWYERS!!/""""",5c31d7d80e78643cd5289acec0561d77,1,2,,3,,yes,2,-5
The youth group at Calvary for Fine Arts or something forced me into chicken dinner sweat shop thinking was one of thier kids......it took them two hours to realize didn't belong,5c31d7d80e78643cd5289acec0561d77,1,2,,1,,yes,1,-1
"Your smile is like breath of spring. Your voice is soft like summer rain And cannot compete with you, joleneHe talks about you in his sleep. There?'s nothing can do to keep. From crying when he calls your name- Jolene by Dolly.......my life sucks",5c31d7d80e78643cd5289acec0561d77,1,2,y,3,,mixed,3,-4
"Go to your profile then look at the top friends that are in the sidebar. They are now your team in the upcoming Zombie Apocalypse. -How screwed are you? got Katelynn Marie Martin, Kevin Bogdan, Kate Cunningham, Katelynn Commer and Devin Donaghy....I may just live. Barely, got some cuts and bruises but may just live",5c31d7d80e78643cd5289acec0561d77,2,2,,NA,,yes,2,-2
"Lord of the Rings is LONG series. Three movies, all of which are like hours to go HALFWAY AROUND THE WORLD. still say it doesn't take MOVIES TO GO HALFWAY AROUND THE EARTH! it was violent so that makes up for some of it",5c31d7d80e78643cd5289acec0561d77,2,2,,NA,,no,2,-3
"loves the percy jackson and the olympians series. Just finished the last book and out of its or so pages, excaltly were just flat out violence! LOVE IT!",5c31d7d80e78643cd5289acec0561d77,2,2,,NA,,no,4,-5
"Quote of the day: /This makes about as much sense as the Justin Beiber trading card game. How do play!? Do put him in attack position against his backup dancer and use water bottle card as spell card!?/""""",5c31d7d80e78643cd5289acec0561d77,2,2,,NA,,yes,2,-4
watched documentary about Taekwondo schools in South Korea and is literally impressed by the physical skills and power required by that sport,5b1eb32579450829ec8faab4d3472ffb,2,2,,NA,,yes,2,-1
But not every child has an older sibling to guide them... and those kids will grow up without ever secretly trying to focus their energy and blast beam from their palms. That's tragedy.,59e55a41159531614e8398aa6d79ca6a,1,1,,3,overgeneralization,yes,1,-3
"I was so close to finally discovering the secret room in my room, but when my mom came up and saw me with hammer some nails and saw she flipped out.",59e55a41159531614e8398aa6d79ca6a,2,2,,NA,,yes,1,-1
Is professional single some who gets paid to be single? Sounds like the oppostie of prostitute to me.,59e55a41159531614e8398aa6d79ca6a,2,2,,NA,,yes,2,-1
Annoyed with some people? yes. Think people need to stop being so defensive about everything? yes. Need to go kill Mario for while before bed? HELL YES. :D,57118d9a71e91b6568471ffbd7077415,1,2,,2,,yes,2,-3
BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER BOTHER,57118d9a71e91b6568471ffbd7077415,1,2,,1,,no,1,-2
"Clench my teeth tight. My head is like sponge. Give to me free. wanna get ripped off, and drown in the airwaves!",57118d9a71e91b6568471ffbd7077415,1,2,,2,,yes,1,-3
"I'm sick of experts telling us food is bad for you! Food is meant to be eaten, and if anyone wants to try and stop me from eating, I'll file for attempted murder!",57118d9a71e91b6568471ffbd7077415,1,2,,3,,yes,1,-5
"foods, then droppin off my application to Cumbi's! :D Hurray! Hopefully, they'll hire me. It would be nice lol",57118d9a71e91b6568471ffbd7077415,2,2,,NA,,no,3,-1
"If you are reading this, whether we do or don't speak often, please post comment of the first memory you have of you and me that pops into your head. When you are finished post this paragragh on your own status; you'll be suprised what people remember about you.",57118d9a71e91b6568471ffbd7077415,2,2,,NA,,yes,3,-1
"When was kid didn't have computer, cell phone, Nintendo DS, XBox, or Wii . had Hot Wheels, bike, ball& bat, basketball. If didn't eat what my mom made, didn't eat. And dealt with it. didn't think of telling my parents /no/"" or dare to talk back and or got in BIG TROUBLE if did. Life wasn't hard",57118d9a71e91b6568471ffbd7077415,2,2,,NA,,yes,1,-2
"I'm just dreamer, dream my life away. I'm just dreamer, who dreams of better days. watch the sun go down like every one of us. Hoping that the dawn will bring sign.",55a72284594fdda49b22a6610b9b91d6,1,1,y,1,negative filter/overgeneralization,yes,2,-1
"I've been lookin back on my life & all the things I've done to me. I'm still lookin for the answers, I'm still searchin for the key. The wreckage of my past keeps haunting me, it just wont leave me alone. still find it all mystery Could it be dream? The road to nowhere leads to me. Through all the happiness & sorrow guess I'd do it all again. Live for today & not tomorrow. It's still the road that never ends.",55a72284594fdda49b22a6610b9b91d6,1,1,,3,negative filter,yes,3,-3
"and thanks to Snoop Dogg being in the feild house, can't get to my god damned atm. To put money in so can order my Scorpions ticket. Which wanted to do tonight. Before the REST of them get sold out. In closing, however much you thought hated rap music, increase that by about %",55a72284594fdda49b22a6610b9b91d6,1,2,,3,,yes,2,-4
"MY PHONE IS NO LONGER IN SERVICE. I'm not sure if it even ever will be again. We also have no house phone anymore so there is no way to contact me except the internet. I'm not sure if our phones are ever going to be turned back on or not, and if they are, WHEN that day is is mystery to me, so for now if you need to talk to me it's going to have to be AIM or facebook.",55a72284594fdda49b22a6610b9b91d6,1,2,,2,,yes,1,-1
"weird day today, got to finally see Wazir Neil Sookram... why is it only see him whenever wear Ricky's hat? what the heck...",55a72284594fdda49b22a6610b9b91d6,1,2,,1,,yes,1,-2
"and in one fell swoop, screw up everything. Okay, well, maybe two fell swoops. ...either way, everything's still screwed up",55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,yes,1,-1
"finishing making secret stuff!! and then wrapping the secret stuff!! and then doing things and stuff, and then early Christmas!",55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,yes,2,-1
has noticed that watching Doctor Who consistently puts me in the mood to write. wish had something was working on that fit that genre//tone more so that the mood could properly carry over....,55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,no,1,-1
"I'm climbing the stairway to heaven, To ride on crazy train, To hold piece of liquid, To feel November rain. want minute in the limelight; everybody wants some. But I'll wait, because the best is yet to come. And for now, I'm comfortably numb.",55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,yes,2,-2
is randomly pumped about the Scorpions concert again even though it was in June XD *watches things on youtube*,55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,no,2,-1
"looking up all the necessary driving directions for my road trip to NJ on friday. Cinderella and The Scorpions. Three days. Most likely the first and last time will ever see the greatest german rockers of all time; as for Cinderella, bet they'll be around for while still :D but seriously THREE DAYS...",55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,no,3,-2
"No more Mr Nice Guy, No more Mr Clee-ee-ee-ean, No more Mr Nice Guy, They say he's sick, He's obscee-ee-ee-eene! *awesome guitar*",55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,yes,4,-3
"Re-reading the first chapter of Forest, it reoccurs to me how much like kindergarten class we are, and poor Garizole is the exasperated but patient teacher. It's frikkin HILARIOUS, but feel kind of bad for him that he has to deal with us, of aaaall the people who could've wandered into the Forest.",55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,yes,3,-2
SCOOOORE!! Someone dropped out of the full Drawing class wanted and got in!! Now my schedule effin' RULES! wOoT!,55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,yes,4,-1
"so i know what should NOT be doing! trying to make role playing game based on my book. ...but totally should be. But no, shouldn't be. Is this due to DnD withdrawal? AND lack-of-working-on-my-book-series withdrawal? Probably.",55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,yes,2,-2
"WHOA... just found my th grade report card, my scores from the Iowa Test, and all the awards got at th grade graduation. The most entertaining thing to look at is definitely my grades for Science because tell which quarter helped Matthew Sadler bug the crap out of Mr. Merges; got /Needs Improvement/"" in the /""Embodies Christian Behavior/"" category XD""",55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,yes,2,-3
Why drink the water from my hand? Contagious as you think am. Just tilt my sun towards your domain. Your cup runneth over again...,55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,no,1,-2
"YES!!!!! facebook added cousins! Oh man, have legitimately been waiting for this for forever! If you're my cousin, watch out, cuz sent you request majig!",55a72284594fdda49b22a6610b9b91d6,2,2,,NA,,yes,2,-1
"is having the most fucking wonderful week. but i guess i should cheer up, the fucking worst is yet to come",5532642937eb3497a43e15dbb23a9d2d,1,1,,2,fortune tellung,yes,5,-5
Who the hell pays for the same thing re-released three times? Apparentley millions of people... Call of Duty is scam...,5532642937eb3497a43e15dbb23a9d2d,1,2,,2,,yes,1,-2
"is completely addicted to Battlefield Bad Company. In world of bad FPS games, the Battlefield series comes through again!",5532642937eb3497a43e15dbb23a9d2d,2,2,,NA,,yes,1,-3
WE JUST GOT BACK FROM ST.LOUIS WATCHING CARDINALS GAME WE WON!! - WE ALSO WENT TO SIX FLAGS YESTERDAY MY BODY WONT STOP GOING BACK AND FORTH BECAUSE OF THE WAVE POOL!!! NOTICE AM TALKING IN CAPITALS!!!!!,5518b214e29906bc715f9f035054390c,2,2,,NA,,yes,2,-1
"At the age of : Mom knows everything. At Mom knows lot. At : Mom doesn?'t really know everything. At : Mom doesn?'t know anything. At : Mom doesn?'t exist. At She?'s old fashioned. At : Maybe Mom does know about this! At : Before we decide, let?'s ask Mom. At : wonder what Mom thinks about this? At :...... wish could ask my Mom about this",504862f12f8c000ae4358a10d657e8f5,2,2,,NA,,yes,2,-1
"my status : wide awake - time . am, th march playing mafia wars at level . simultaneously, downloading 'the ghost and the darkness','ritu', pro//e wildfire ' in torrent. browser windows open in chrome - for fb, nd=> surfin some missin details bout Pontiac GTO 'Judge' factory spec, Ford Mustang 'Eleanor' spec nd parts.. nd the rd, open with my gmail accout chattin with frnd frm schul..",504862f12f8c000ae4358a10d657e8f5,2,2,,NA,,yes,2,-3
"The majority of the people that call for the Haiti telethon only want to talk to Robert Pattinson, Taylor Lautner, and Brad Pitt. lulz",4ea019612f27c228477336e385f05dfb,2,2,,NA,,yes,1,-1
